"id","Direction","Platform","Response.RT","Scored","Encoding","List_Type"
"w10107512","F","USM",2869,0,"Frequency","Mixed"
"w851774_ska","F","USM",2313,100,"Frequency","Mixed"
"10040238","F","USM",2377,100,"Frequency","Mixed"
"5b1b75312767e20001e506ec","F","Prolific",3875,100,"Frequency","Mixed"
"5eb4841544c2df2f0190e8a0","F","Prolific",1814,100,"Frequency","Mixed"
"5eefc901471579273ed27a1b","F","Prolific",11089,100,"Frequency","Mixed"
"5efa5d0fb2e9b015a0e9d8e7","F","Prolific",1807,100,"Frequency","Mixed"
"946403","F","USM",1897,100,"Frequency","Mixed"
"979974","F","USM",8752,100,"Frequency","Mixed"
"997529","F","USM",2263,100,"Frequency","Mixed"
"w10004163","F","USM",3417,100,"Frequency","Mixed"
"w10030447","F","USM",3910,100,"Frequency","Mixed"
"w10047076","F","USM",2321,100,"Frequency","Mixed"
"w10051495","F","USM",2306,100,"Frequency","Mixed"
"w10055505","F","USM",1782,100,"Frequency","Mixed"
"w10078459","F","USM",3526,100,"Frequency","Mixed"
"w10092569","F","USM",3030,100,"Frequency","Mixed"
"w10107512","F","USM",6279,100,"Frequency","Mixed"
"w851774_ska","F","USM",1625,100,"Frequency","Mixed"
"10040238","U","USM",8589,0,"Frequency","Mixed"
"5b1b75312767e20001e506ec","U","Prolific",8010,100,"Frequency","Mixed"
"5eb4841544c2df2f0190e8a0","U","Prolific",3606,0,"Frequency","Mixed"
"5eefc901471579273ed27a1b","U","Prolific",6355,0,"Frequency","Mixed"
"5efa5d0fb2e9b015a0e9d8e7","U","Prolific",2126,0,"Frequency","Mixed"
"946403","U","USM",4272,0,"Frequency","Mixed"
"979974","U","USM",1608,0,"Frequency","Mixed"
"997529","U","USM",1996,0,"Frequency","Mixed"
"w10004163","U","USM",11367,0,"Frequency","Mixed"
"w10030447","U","USM",5660,100,"Frequency","Mixed"
"w10047076","U","USM",3254,0,"Frequency","Mixed"
"w10051495","U","USM",3700,0,"Frequency","Mixed"
"w10055505","U","USM",7110,0,"Frequency","Mixed"
"w10078459","U","USM",4026,0,"Frequency","Mixed"
"w10092569","U","USM",4686,0,"Frequency","Mixed"
"w10107512","U","USM",3402,0,"Frequency","Mixed"
"w851774_ska","U","USM",30609,0,"Frequency","Mixed"
"10040238","U","USM",6295,0,"Frequency","Mixed"
"5b1b75312767e20001e506ec","U","Prolific",10754,0,"Frequency","Mixed"
"5eb4841544c2df2f0190e8a0","U","Prolific",2326,0,"Frequency","Mixed"
"5eefc901471579273ed27a1b","U","Prolific",3655,0,"Frequency","Mixed"
"5efa5d0fb2e9b015a0e9d8e7","U","Prolific",4374,0,"Frequency","Mixed"
"946403","U","USM",1746,0,"Frequency","Mixed"
"979974","U","USM",2922,0,"Frequency","Mixed"
"997529","U","USM",2527,0,"Frequency","Mixed"
"w10004163","U","USM",3531,0,"Frequency","Mixed"
"w10030447","U","USM",4707,0,"Frequency","Mixed"
"w10047076","U","USM",2554,0,"Frequency","Mixed"
"w10051495","U","USM",6482,0,"Frequency","Mixed"
"w10055505","U","USM",2493,0,"Frequency","Mixed"
"w10078459","U","USM",6276,0,"Frequency","Mixed"
"w10092569","U","USM",5643,0,"Frequency","Mixed"
"w10092569","U","USM",6369,100,"Frequency","Mixed"
"w10107512","U","USM",10619,0,"Frequency","Mixed"
"w851774_ska","U","USM",22811,0,"Frequency","Mixed"
"10040238","F","USM",3161,100,"Frequency","Mixed"
"5b1b75312767e20001e506ec","F","Prolific",2869,100,"Frequency","Mixed"
"5eb4841544c2df2f0190e8a0","F","Prolific",1645,0,"Frequency","Mixed"
"5eefc901471579273ed27a1b","F","Prolific",3494,100,"Frequency","Mixed"
"5efa5d0fb2e9b015a0e9d8e7","F","Prolific",7681,0,"Frequency","Mixed"
"946403","F","USM",3020,100,"Frequency","Mixed"
"979974","F","USM",8932,100,"Frequency","Mixed"
"997529","F","USM",2754,100,"Frequency","Mixed"
"w10004163","F","USM",8242,100,"Frequency","Mixed"
"w10030447","F","USM",6836,100,"Frequency","Mixed"
"w10047076","F","USM",1995,0,"Frequency","Mixed"
"w10051495","F","USM",2435,100,"Frequency","Mixed"
"w10055505","F","USM",3365,0,"Frequency","Mixed"
"w10078459","F","USM",3943,100,"Frequency","Mixed"
"w10092569","F","USM",2682,100,"Frequency","Mixed"
"w10107512","F","USM",58242,0,"Frequency","Mixed"
"w851774_ska","F","USM",2519,0,"Frequency","Mixed"
"10040238","U","USM",7865,100,"Frequency","Mixed"
"5b1b75312767e20001e506ec","U","Prolific",7768,0,"Frequency","Mixed"
"5eb4841544c2df2f0190e8a0","U","Prolific",7404,0,"Frequency","Mixed"
"5eefc901471579273ed27a1b","U","Prolific",4383,100,"Frequency","Mixed"
"5efa5d0fb2e9b015a0e9d8e7","U","Prolific",5790,0,"Frequency","Mixed"
"946403","U","USM",2678,0,"Frequency","Mixed"
"979974","U","USM",8256,0,"Frequency","Mixed"
"997529","U","USM",5821,0,"Frequency","Mixed"
"w10004163","U","USM",1925,0,"Frequency","Mixed"
"w10030447","U","USM",8178,0,"Frequency","Mixed"
"w10047076","U","USM",5099,0,"Frequency","Mixed"
"w10051495","U","USM",4733,0,"Frequency","Mixed"
"w10051495","U","USM",4403,0,"Frequency","Mixed"
"w10055505","U","USM",2188,0,"Frequency","Mixed"
"w10078459","U","USM",7068,0,"Frequency","Mixed"
"w10092569","U","USM",4852,0,"Frequency","Mixed"
"w10107512","U","USM",3689,100,"Frequency","Mixed"
"w851774_ska","U","USM",11752,0,"Frequency","Mixed"
"10040238","F","USM",3957,100,"Frequency","Mixed"
"5b1b75312767e20001e506ec","F","Prolific",6061,100,"Frequency","Mixed"
"5eb4841544c2df2f0190e8a0","F","Prolific",6815,100,"Frequency","Mixed"
"5eefc901471579273ed27a1b","F","Prolific",5894,100,"Frequency","Mixed"
"5efa5d0fb2e9b015a0e9d8e7","F","Prolific",2224,100,"Frequency","Mixed"
"946403","F","USM",2646,100,"Frequency","Mixed"
"979974","F","USM",7674,100,"Frequency","Mixed"
"997529","F","USM",4082,100,"Frequency","Mixed"
"w10004163","F","USM",12033,100,"Frequency","Mixed"
"w10030447","F","USM",11837,0,"Frequency","Mixed"
"w10047076","F","USM",5098,100,"Frequency","Mixed"
"w10051495","F","USM",3209,100,"Frequency","Mixed"
"w10055505","F","USM",2400,0,"Frequency","Mixed"
"w10078459","F","USM",7799,100,"Frequency","Mixed"
"w10092569","F","USM",3244,100,"Frequency","Mixed"
"w10107512","F","USM",4845,100,"Frequency","Mixed"
"w851774_ska","F","USM",2965,100,"Frequency","Mixed"
"10040238","U","USM",3698,0,"Frequency","Mixed"
"5b1b75312767e20001e506ec","U","Prolific",4021,0,"Frequency","Mixed"
"5eb4841544c2df2f0190e8a0","U","Prolific",1505,0,"Frequency","Mixed"
"5eefc901471579273ed27a1b","U","Prolific",3582,0,"Frequency","Mixed"
"5efa5d0fb2e9b015a0e9d8e7","U","Prolific",2406,0,"Frequency","Mixed"
"946403","U","USM",3203,0,"Frequency","Mixed"
"979974","U","USM",3853,0,"Frequency","Mixed"
"997529","U","USM",1804,0,"Frequency","Mixed"
"w10004163","U","USM",3142,0,"Frequency","Mixed"
"w10030447","U","USM",7860,0,"Frequency","Mixed"
"w10047076","U","USM",4880,0,"Frequency","Mixed"
"w10051495","U","USM",2391,100,"Frequency","Mixed"
"w10055505","U","USM",5571,0,"Frequency","Mixed"
"w10078459","U","USM",6636,0,"Frequency","Mixed"
"w10092569","U","USM",9854,0,"Frequency","Mixed"
"w10107512","U","USM",5568,0,"Frequency","Mixed"
"w851774_ska","U","USM",9035,0,"Frequency","Mixed"
"10040238","F","USM",4042,100,"Frequency","Mixed"
"5b1b75312767e20001e506ec","F","Prolific",5305,100,"Frequency","Mixed"
"5eb4841544c2df2f0190e8a0","F","Prolific",2879,100,"Frequency","Mixed"
"5eefc901471579273ed27a1b","F","Prolific",4411,100,"Frequency","Mixed"
"5efa5d0fb2e9b015a0e9d8e7","F","Prolific",3044,100,"Frequency","Mixed"
"946403","F","USM",1997,100,"Frequency","Mixed"
"979974","F","USM",7786,100,"Frequency","Mixed"
"997529","F","USM",4960,0,"Frequency","Mixed"
"w10004163","F","USM",10022,100,"Frequency","Mixed"
"w10030447","F","USM",5506,100,"Frequency","Mixed"
"w10047076","F","USM",3847,100,"Frequency","Mixed"
"w10051495","F","USM",5097,0,"Frequency","Mixed"
"w10055505","F","USM",2629,100,"Frequency","Mixed"
"w10078459","F","USM",5289,100,"Frequency","Mixed"
"w10092569","F","USM",2989,100,"Frequency","Mixed"
"w10107512","F","USM",2899,100,"Frequency","Mixed"
"w851774_ska","F","USM",2660,100,"Frequency","Mixed"
"10040238","F","USM",3037,100,"Frequency","Mixed"
"5b1b75312767e20001e506ec","F","Prolific",3068,0,"Frequency","Mixed"
"5eb4841544c2df2f0190e8a0","F","Prolific",7338,100,"Frequency","Mixed"
"5eb4841544c2df2f0190e8a0","F","Prolific",2106,100,"Frequency","Mixed"
"5eefc901471579273ed27a1b","F","Prolific",6305,100,"Frequency","Mixed"
"5efa5d0fb2e9b015a0e9d8e7","F","Prolific",3249,100,"Frequency","Mixed"
"946403","F","USM",4302,0,"Frequency","Mixed"
"979974","F","USM",3255,0,"Frequency","Mixed"
"997529","F","USM",4193,100,"Frequency","Mixed"
"w10004163","F","USM",4106,100,"Frequency","Mixed"
"w10030447","F","USM",14367,100,"Frequency","Mixed"
"w10047076","F","USM",5365,0,"Frequency","Mixed"
"w10051495","F","USM",3126,100,"Frequency","Mixed"
"w10055505","F","USM",9461,0,"Frequency","Mixed"
"w10078459","F","USM",4744,0,"Frequency","Mixed"
"w10092569","F","USM",2619,100,"Frequency","Mixed"
"w10107512","F","USM",4214,100,"Frequency","Mixed"
"w851774_ska","F","USM",3439,100,"Frequency","Mixed"
"10040238","U","USM",2467,100,"Frequency","Mixed"
"5b1b75312767e20001e506ec","U","Prolific",2769,0,"Frequency","Mixed"
"5eb4841544c2df2f0190e8a0","U","Prolific",3262,0,"Frequency","Mixed"
"5eefc901471579273ed27a1b","U","Prolific",4959,0,"Frequency","Mixed"
"5efa5d0fb2e9b015a0e9d8e7","U","Prolific",3567,0,"Frequency","Mixed"
"946403","U","USM",2888,0,"Frequency","Mixed"
"946403","U","USM",26,0,"Frequency","Mixed"
"979974","U","USM",1576,0,"Frequency","Mixed"
"997529","U","USM",2593,0,"Frequency","Mixed"
"w10004163","U","USM",1333,0,"Frequency","Mixed"
"w10030447","U","USM",4553,100,"Frequency","Mixed"
"w10047076","U","USM",1590,0,"Frequency","Mixed"
"w10051495","U","USM",2843,100,"Frequency","Mixed"
"w10055505","U","USM",2393,0,"Frequency","Mixed"
"w10078459","U","USM",5644,0,"Frequency","Mixed"
"w10092569","U","USM",7570,0,"Frequency","Mixed"
"w10107512","U","USM",5847,0,"Frequency","Mixed"
"w851774_ska","U","USM",2144,100,"Frequency","Mixed"
"10040238","F","USM",2652,100,"Frequency","Mixed"
"5b1b75312767e20001e506ec","F","Prolific",3051,100,"Frequency","Mixed"
"5eb4841544c2df2f0190e8a0","F","Prolific",2089,100,"Frequency","Mixed"
"5eefc901471579273ed27a1b","F","Prolific",3426,100,"Frequency","Mixed"
"5efa5d0fb2e9b015a0e9d8e7","F","Prolific",1944,100,"Frequency","Mixed"
"946403","F","USM",2045,100,"Frequency","Mixed"
"979974","F","USM",9367,100,"Frequency","Mixed"
"997529","F","USM",3020,100,"Frequency","Mixed"
"w10004163","F","USM",4048,100,"Frequency","Mixed"
"w10030447","F","USM",18425,0,"Frequency","Mixed"
"w10047076","F","USM",2394,100,"Frequency","Mixed"
"w10051495","F","USM",4484,100,"Frequency","Mixed"
"w10055505","F","USM",1846,100,"Frequency","Mixed"
"w10078459","F","USM",4488,100,"Frequency","Mixed"
"w10078459","F","USM",1905,0,"Frequency","Mixed"
"w10092569","F","USM",5129,0,"Frequency","Mixed"
"w10107512","F","USM",2798,100,"Frequency","Mixed"
"w851774_ska","F","USM",1942,100,"Frequency","Mixed"
"10040238","U","USM",2100,100,"Frequency","Mixed"
"5b1b75312767e20001e506ec","U","Prolific",2990,0,"Frequency","Mixed"
"5eb4841544c2df2f0190e8a0","U","Prolific",2577,0,"Frequency","Mixed"
"5eefc901471579273ed27a1b","U","Prolific",8140,0,"Frequency","Mixed"
"5efa5d0fb2e9b015a0e9d8e7","U","Prolific",1946,0,"Frequency","Mixed"
"946403","U","USM",2311,0,"Frequency","Mixed"
"979974","U","USM",8306,100,"Frequency","Mixed"
"997529","U","USM",1390,0,"Frequency","Mixed"
"w10004163","U","USM",1607,0,"Frequency","Mixed"
"w10030447","U","USM",3500,0,"Frequency","Mixed"
"w10047076","U","USM",2530,0,"Frequency","Mixed"
"w10051495","U","USM",2494,100,"Frequency","Mixed"
"w10055505","U","USM",4182,0,"Frequency","Mixed"
"w10078459","U","USM",8465,0,"Frequency","Mixed"
"w10092569","U","USM",2643,100,"Frequency","Mixed"
"w10107512","U","USM",2625,0,"Frequency","Mixed"
"w851774_ska","U","USM",53611,0,"Frequency","Mixed"
"10040238","F","USM",2433,100,"Frequency","Mixed"
"5b1b75312767e20001e506ec","F","Prolific",3401,0,"Frequency","Mixed"
"5eb4841544c2df2f0190e8a0","F","Prolific",2468,100,"Frequency","Mixed"
"5eefc901471579273ed27a1b","F","Prolific",3301,100,"Frequency","Mixed"
"5efa5d0fb2e9b015a0e9d8e7","F","Prolific",2566,100,"Frequency","Mixed"
"946403","F","USM",2554,100,"Frequency","Mixed"
"979974","F","USM",6787,100,"Frequency","Mixed"
"997529","F","USM",2403,100,"Frequency","Mixed"
"w10004163","F","USM",3101,100,"Frequency","Mixed"
"w10030447","F","USM",8240,100,"Frequency","Mixed"
"w10047076","F","USM",2661,100,"Frequency","Mixed"
"w10051495","F","USM",2703,0,"Frequency","Mixed"
"w10055505","F","USM",1806,100,"Frequency","Mixed"
"w10078459","F","USM",4161,100,"Frequency","Mixed"
"w10092569","F","USM",4070,100,"Frequency","Mixed"
"w10107512","F","USM",2020,100,"Frequency","Mixed"
"w851774_ska","F","USM",1828,100,"Frequency","Mixed"
"10040238","U","USM",3043,0,"Frequency","Mixed"
"5b1b75312767e20001e506ec","U","Prolific",4553,0,"Frequency","Mixed"
"5eb4841544c2df2f0190e8a0","U","Prolific",5199,0,"Frequency","Mixed"
"5eefc901471579273ed27a1b","U","Prolific",8124,100,"Frequency","Mixed"
"5efa5d0fb2e9b015a0e9d8e7","U","Prolific",3480,100,"Frequency","Mixed"
"5efa5d0fb2e9b015a0e9d8e7","U","Prolific",2921,100,"Frequency","Mixed"
"946403","U","USM",2579,0,"Frequency","Mixed"
"979974","U","USM",11299,0,"Frequency","Mixed"
"997529","U","USM",9814,0,"Frequency","Mixed"
"w10004163","U","USM",5492,0,"Frequency","Mixed"
"w10030447","U","USM",3876,0,"Frequency","Mixed"
"w10047076","U","USM",3822,0,"Frequency","Mixed"
"w10051495","U","USM",3178,0,"Frequency","Mixed"
"w10055505","U","USM",2193,0,"Frequency","Mixed"
"w10078459","U","USM",3225,0,"Frequency","Mixed"
"w10092569","U","USM",3283,0,"Frequency","Mixed"
"w10107512","U","USM",19206,0,"Frequency","Mixed"
"w851774_ska","U","USM",2544,0,"Frequency","Mixed"
"10040238","F","USM",2738,100,"Frequency","Mixed"
"5b1b75312767e20001e506ec","F","Prolific",3215,0,"Frequency","Mixed"
"5eb4841544c2df2f0190e8a0","F","Prolific",2626,100,"Frequency","Mixed"
"5eefc901471579273ed27a1b","F","Prolific",3398,100,"Frequency","Mixed"
"5efa5d0fb2e9b015a0e9d8e7","F","Prolific",3096,100,"Frequency","Mixed"
"946403","F","USM",3600,100,"Frequency","Mixed"
"979974","F","USM",7541,100,"Frequency","Mixed"
"997529","F","USM",3692,100,"Frequency","Mixed"
"w10004163","F","USM",3614,100,"Frequency","Mixed"
"w10030447","F","USM",4090,100,"Frequency","Mixed"
"w10047076","F","USM",3347,100,"Frequency","Mixed"
"w10051495","F","USM",3299,0,"Frequency","Mixed"
"w10055505","F","USM",3165,0,"Frequency","Mixed"
"w10078459","F","USM",6095,0,"Frequency","Mixed"
"w10092569","F","USM",3875,100,"Frequency","Mixed"
"w10107512","F","USM",2557,100,"Frequency","Mixed"
"w851774_ska","F","USM",2122,100,"Frequency","Mixed"
"10040238","F","USM",2512,100,"Frequency","Mixed"
"5b1b75312767e20001e506ec","F","Prolific",3523,100,"Frequency","Mixed"
"5eb4841544c2df2f0190e8a0","F","Prolific",2074,100,"Frequency","Mixed"
"5eefc901471579273ed27a1b","F","Prolific",5472,100,"Frequency","Mixed"
"5efa5d0fb2e9b015a0e9d8e7","F","Prolific",2149,100,"Frequency","Mixed"
"946403","F","USM",1920,100,"Frequency","Mixed"
"979974","F","USM",7667,100,"Frequency","Mixed"
"997529","F","USM",5469,100,"Frequency","Mixed"
"w10004163","F","USM",3246,100,"Frequency","Mixed"
"w10030447","F","USM",2896,100,"Frequency","Mixed"
"w10047076","F","USM",4089,100,"Frequency","Mixed"
"w10051495","F","USM",8162,0,"Frequency","Mixed"
"w10055505","F","USM",4175,100,"Frequency","Mixed"
"w10078459","F","USM",3765,0,"Frequency","Mixed"
"w10092569","F","USM",3158,100,"Frequency","Mixed"
"w10107512","F","USM",3295,100,"Frequency","Mixed"
"w851774_ska","F","USM",2137,100,"Frequency","Mixed"
"10040238","U","USM",4780,0,"Frequency","Mixed"
"5b1b75312767e20001e506ec","U","Prolific",5528,0,"Frequency","Mixed"
"5eb4841544c2df2f0190e8a0","U","Prolific",3013,0,"Frequency","Mixed"
"5eefc901471579273ed27a1b","U","Prolific",8252,0,"Frequency","Mixed"
"5efa5d0fb2e9b015a0e9d8e7","U","Prolific",1773,0,"Frequency","Mixed"
"946403","U","USM",8333,0,"Frequency","Mixed"
"979974","U","USM",4019,0,"Frequency","Mixed"
"997529","U","USM",2024,0,"Frequency","Mixed"
"w10004163","U","USM",1748,0,"Frequency","Mixed"
"w10030447","U","USM",8516,100,"Frequency","Mixed"
"w10047076","U","USM",2710,100,"Frequency","Mixed"
"w10051495","U","USM",6777,0,"Frequency","Mixed"
"w10055505","U","USM",3246,0,"Frequency","Mixed"
"w10078459","U","USM",3759,0,"Frequency","Mixed"
"w10092569","U","USM",8804,0,"Frequency","Mixed"
"w10107512","U","USM",7416,0,"Frequency","Mixed"
"w851774_ska","U","USM",19596,0,"Frequency","Mixed"
"10040238","U","USM",3498,100,"Frequency","Mixed"
"5b1b75312767e20001e506ec","U","Prolific",4560,0,"Frequency","Mixed"
"5eb4841544c2df2f0190e8a0","U","Prolific",1622,0,"Frequency","Mixed"
"5eefc901471579273ed27a1b","U","Prolific",3945,100,"Frequency","Mixed"
"5efa5d0fb2e9b015a0e9d8e7","U","Prolific",3046,100,"Frequency","Mixed"
"946403","U","USM",3641,0,"Frequency","Mixed"
"979974","U","USM",10239,100,"Frequency","Mixed"
"997529","U","USM",2113,100,"Frequency","Mixed"
"w10004163","U","USM",4956,100,"Frequency","Mixed"
"w10030447","U","USM",7275,0,"Frequency","Mixed"
"w10047076","U","USM",9689,100,"Frequency","Mixed"
"w10051495","U","USM",5692,100,"Frequency","Mixed"
"w10055505","U","USM",2983,0,"Frequency","Mixed"
"w10078459","U","USM",4903,0,"Frequency","Mixed"
"w10092569","U","USM",4699,100,"Frequency","Mixed"
"w10107512","U","USM",8998,0,"Frequency","Mixed"
"w851774_ska","U","USM",2091,100,"Frequency","Mixed"
"10040238","U","USM",5690,100,"Frequency","Mixed"
"5b1b75312767e20001e506ec","U","Prolific",3973,0,"Frequency","Mixed"
"5eb4841544c2df2f0190e8a0","U","Prolific",3407,0,"Frequency","Mixed"
"5eefc901471579273ed27a1b","U","Prolific",6622,0,"Frequency","Mixed"
"5efa5d0fb2e9b015a0e9d8e7","U","Prolific",2958,0,"Frequency","Mixed"
"946403","U","USM",6663,100,"Frequency","Mixed"
"979974","U","USM",2573,0,"Frequency","Mixed"
"997529","U","USM",4956,100,"Frequency","Mixed"
