"id","Direction","Platform","Response.RT","Scored","Encoding","List_Type"
"61081e77be18b48a90fa2606","U","Prolific",9488,0,"Frequency","Mixed"
"61096f6e47aaec342fe22642","U","Prolific",3121,100,"Frequency","Mixed"
"610e2081e4714859e1920e21","U","Prolific",22907,100,"Frequency","Mixed"
"610f9a40966119c1b414ed66","U","Prolific",6137,100,"Frequency","Mixed"
"w10004245","U","USM",3865,0,"Frequency","Mixed"
"w10016171_LMP","U","USM",1272,0,"Frequency","Mixed"
"W10016753","U","USM",3888,0,"Frequency","Mixed"
"w10022383_BP","U","USM",6710,100,"Frequency","Mixed"
"w10023445","U","USM",2815,0,"Frequency","Mixed"
"w10039337","U","USM",3364,100,"Frequency","Mixed"
"w10051289","U","USM",3149,0,"Frequency","Mixed"
"w10055876","U","USM",2846,0,"Frequency","Mixed"
"w10058974","U","USM",2812,0,"Frequency","Mixed"
"w10064873","U","USM",5272,100,"Frequency","Mixed"
"w10069706_LMC","U","USM",4325,100,"Frequency","Mixed"
"w217771","U","USM",4509,0,"Frequency","Mixed"
"w331304","U","USM",3811,0,"Frequency","Mixed"
"w609068","U","USM",1694,0,"Frequency","Mixed"
"w956412_mac","U","USM",10959,100,"Frequency","Mixed"
"w966915","U","USM",4843,0,"Frequency","Mixed"
"W987171","U","USM",4145,0,"Frequency","Mixed"
"61081e77be18b48a90fa2606","B","Prolific",10860,0,"Frequency","Mixed"
"61096f6e47aaec342fe22642","B","Prolific",2881,0,"Frequency","Mixed"
"610e2081e4714859e1920e21","B","Prolific",6477,0,"Frequency","Mixed"
"610f9a40966119c1b414ed66","B","Prolific",3595,100,"Frequency","Mixed"
"w10004245","B","USM",4502,100,"Frequency","Mixed"
"w10016171_LMP","B","USM",914,0,"Frequency","Mixed"
"w10016171_LMP","B","USM",18478,100,"Frequency","Mixed"
"W10016753","B","USM",2435,0,"Frequency","Mixed"
"w10022383_BP","B","USM",5549,0,"Frequency","Mixed"
"w10023445","B","USM",5341,100,"Frequency","Mixed"
"w10039337","B","USM",7784,0,"Frequency","Mixed"
"w10051289","B","USM",11195,0,"Frequency","Mixed"
"w10055876","B","USM",5017,100,"Frequency","Mixed"
"w10058974","B","USM",3693,0,"Frequency","Mixed"
"w10064873","B","USM",2312,0,"Frequency","Mixed"
"w10069706_LMC","B","USM",4120,0,"Frequency","Mixed"
"w217771","B","USM",2381,0,"Frequency","Mixed"
"w331304","B","USM",1901,0,"Frequency","Mixed"
"w609068","B","USM",8144,100,"Frequency","Mixed"
"w956412_mac","B","USM",3781,100,"Frequency","Mixed"
"w966915","B","USM",19575,0,"Frequency","Mixed"
"W987171","B","USM",7470,0,"Frequency","Mixed"
"61081e77be18b48a90fa2606","B","Prolific",3491,0,"Frequency","Mixed"
"61096f6e47aaec342fe22642","B","Prolific",5776,0,"Frequency","Mixed"
"610e2081e4714859e1920e21","B","Prolific",4061,100,"Frequency","Mixed"
"610f9a40966119c1b414ed66","B","Prolific",11004,0,"Frequency","Mixed"
"w10004245","B","USM",1708,0,"Frequency","Mixed"
"w10016171_LMP","B","USM",6075,100,"Frequency","Mixed"
"W10016753","B","USM",3396,0,"Frequency","Mixed"
"w10022383_BP","B","USM",5835,0,"Frequency","Mixed"
"w10023445","B","USM",4163,100,"Frequency","Mixed"
"w10039337","B","USM",3391,100,"Frequency","Mixed"
"w10039337","B","USM",7795,100,"Frequency","Mixed"
"w10051289","B","USM",1476,0,"Frequency","Mixed"
"w10055876","B","USM",2742,100,"Frequency","Mixed"
"w10058974","B","USM",3125,0,"Frequency","Mixed"
"w10064873","B","USM",2932,0,"Frequency","Mixed"
"w10069706_LMC","B","USM",3117,100,"Frequency","Mixed"
"w10069706_LMC","B","USM",1931,100,"Frequency","Mixed"
"w217771","B","USM",5632,0,"Frequency","Mixed"
"w331304","B","USM",2595,100,"Frequency","Mixed"
"w331304","B","USM",3502,100,"Frequency","Mixed"
"w609068","B","USM",1560,0,"Frequency","Mixed"
"w956412_mac","B","USM",22839,0,"Frequency","Mixed"
"w966915","B","USM",9226,0,"Frequency","Mixed"
"W987171","B","USM",3871,0,"Frequency","Mixed"
"61081e77be18b48a90fa2606","B","Prolific",5361,100,"Frequency","Mixed"
"61096f6e47aaec342fe22642","B","Prolific",2836,100,"Frequency","Mixed"
"610e2081e4714859e1920e21","B","Prolific",8993,100,"Frequency","Mixed"
"610f9a40966119c1b414ed66","B","Prolific",2505,100,"Frequency","Mixed"
"w10004245","B","USM",3036,100,"Frequency","Mixed"
"w10016171_LMP","B","USM",3738,100,"Frequency","Mixed"
"W10016753","B","USM",3020,0,"Frequency","Mixed"
"w10022383_BP","B","USM",3683,100,"Frequency","Mixed"
"w10023445","B","USM",2581,100,"Frequency","Mixed"
"w10039337","B","USM",3347,100,"Frequency","Mixed"
"w10051289","B","USM",3960,100,"Frequency","Mixed"
"w10055876","B","USM",2127,100,"Frequency","Mixed"
"w10058974","B","USM",2408,100,"Frequency","Mixed"
"w10064873","B","USM",2995,100,"Frequency","Mixed"
"w10069706_LMC","B","USM",6789,0,"Frequency","Mixed"
"w217771","B","USM",4518,0,"Frequency","Mixed"
"w331304","B","USM",3884,0,"Frequency","Mixed"
"w609068","B","USM",2251,0,"Frequency","Mixed"
"w956412_mac","B","USM",3889,0,"Frequency","Mixed"
"w966915","B","USM",3247,0,"Frequency","Mixed"
"W987171","B","USM",2726,100,"Frequency","Mixed"
"61081e77be18b48a90fa2606","U","Prolific",8262,100,"Frequency","Mixed"
"61096f6e47aaec342fe22642","U","Prolific",2938,0,"Frequency","Mixed"
"610e2081e4714859e1920e21","U","Prolific",6857,0,"Frequency","Mixed"
"610e2081e4714859e1920e21","U","Prolific",4352,0,"Frequency","Mixed"
"610f9a40966119c1b414ed66","U","Prolific",4246,0,"Frequency","Mixed"
"w10004245","U","USM",1846,0,"Frequency","Mixed"
"w10016171_LMP","U","USM",4396,0,"Frequency","Mixed"
"W10016753","U","USM",2376,0,"Frequency","Mixed"
"w10022383_BP","U","USM",7144,0,"Frequency","Mixed"
"w10023445","U","USM",4917,0,"Frequency","Mixed"
"w10039337","U","USM",12630,0,"Frequency","Mixed"
"w10051289","U","USM",3457,0,"Frequency","Mixed"
"w10055876","U","USM",5039,0,"Frequency","Mixed"
"w10058974","U","USM",1828,0,"Frequency","Mixed"
"w10064873","U","USM",4437,0,"Frequency","Mixed"
"w10069706_LMC","U","USM",5666,0,"Frequency","Mixed"
"w217771","U","USM",2233,0,"Frequency","Mixed"
"w331304","U","USM",7380,0,"Frequency","Mixed"
"w609068","U","USM",2025,0,"Frequency","Mixed"
"w956412_mac","U","USM",4562,0,"Frequency","Mixed"
"w966915","U","USM",3505,0,"Frequency","Mixed"
"W987171","U","USM",7170,0,"Frequency","Mixed"
"61081e77be18b48a90fa2606","B","Prolific",10852,100,"Frequency","Mixed"
"61096f6e47aaec342fe22642","B","Prolific",8010,0,"Frequency","Mixed"
"610e2081e4714859e1920e21","B","Prolific",15943,100,"Frequency","Mixed"
"610f9a40966119c1b414ed66","B","Prolific",2984,100,"Frequency","Mixed"
"w10004245","B","USM",6424,100,"Frequency","Mixed"
"w10016171_LMP","B","USM",1154,0,"Frequency","Mixed"
"W10016753","B","USM",2798,0,"Frequency","Mixed"
"w10022383_BP","B","USM",6209,100,"Frequency","Mixed"
"w10023445","B","USM",4547,0,"Frequency","Mixed"
"w10039337","B","USM",10688,100,"Frequency","Mixed"
"w10051289","B","USM",2208,0,"Frequency","Mixed"
"w10055876","B","USM",9732,100,"Frequency","Mixed"
"w10058974","B","USM",4576,100,"Frequency","Mixed"
"w10064873","B","USM",5976,100,"Frequency","Mixed"
"w10069706_LMC","B","USM",12335,100,"Frequency","Mixed"
"w217771","B","USM",2171,0,"Frequency","Mixed"
"w331304","B","USM",20093,100,"Frequency","Mixed"
"w609068","B","USM",5229,0,"Frequency","Mixed"
"w956412_mac","B","USM",3805,100,"Frequency","Mixed"
"w966915","B","USM",3835,0,"Frequency","Mixed"
"W987171","B","USM",2025,0,"Frequency","Mixed"
"61081e77be18b48a90fa2606","B","Prolific",4128,100,"Frequency","Mixed"
"61096f6e47aaec342fe22642","B","Prolific",7302,100,"Frequency","Mixed"
"610e2081e4714859e1920e21","B","Prolific",58372,0,"Frequency","Mixed"
"610f9a40966119c1b414ed66","B","Prolific",6129,100,"Frequency","Mixed"
"w10004245","B","USM",2727,100,"Frequency","Mixed"
"w10016171_LMP","B","USM",3169,100,"Frequency","Mixed"
"W10016753","B","USM",2598,0,"Frequency","Mixed"
"w10022383_BP","B","USM",3376,100,"Frequency","Mixed"
"w10023445","B","USM",3169,100,"Frequency","Mixed"
"w10039337","B","USM",3079,100,"Frequency","Mixed"
"w10051289","B","USM",4941,0,"Frequency","Mixed"
"w10055876","B","USM",2418,100,"Frequency","Mixed"
"w10058974","B","USM",5565,100,"Frequency","Mixed"
"w10064873","B","USM",6193,100,"Frequency","Mixed"
"w10069706_LMC","B","USM",2953,100,"Frequency","Mixed"
"w217771","B","USM",1930,0,"Frequency","Mixed"
"w331304","B","USM",2206,100,"Frequency","Mixed"
"w609068","B","USM",1528,0,"Frequency","Mixed"
"w956412_mac","B","USM",2266,100,"Frequency","Mixed"
"w966915","B","USM",4081,0,"Frequency","Mixed"
"W987171","B","USM",3191,0,"Frequency","Mixed"
"61081e77be18b48a90fa2606","B","Prolific",3372,100,"Frequency","Mixed"
"61096f6e47aaec342fe22642","B","Prolific",1915,100,"Frequency","Mixed"
"610e2081e4714859e1920e21","B","Prolific",8381,0,"Frequency","Mixed"
"610f9a40966119c1b414ed66","B","Prolific",2774,100,"Frequency","Mixed"
"w10004245","B","USM",1809,100,"Frequency","Mixed"
"w10016171_LMP","B","USM",2794,0,"Frequency","Mixed"
"W10016753","B","USM",3648,0,"Frequency","Mixed"
"w10022383_BP","B","USM",3970,100,"Frequency","Mixed"
"w10023445","B","USM",2947,100,"Frequency","Mixed"
"w10039337","B","USM",2236,100,"Frequency","Mixed"
"w10051289","B","USM",10019,100,"Frequency","Mixed"
"w10055876","B","USM",2372,0,"Frequency","Mixed"
"w10058974","B","USM",2296,0,"Frequency","Mixed"
"w10064873","B","USM",3001,100,"Frequency","Mixed"
"w10069706_LMC","B","USM",2974,100,"Frequency","Mixed"
"w217771","B","USM",2307,100,"Frequency","Mixed"
"w331304","B","USM",1762,100,"Frequency","Mixed"
"w609068","B","USM",5024,0,"Frequency","Mixed"
"w956412_mac","B","USM",2111,100,"Frequency","Mixed"
"w966915","B","USM",8705,0,"Frequency","Mixed"
"W987171","B","USM",4568,0,"Frequency","Mixed"
"61081e77be18b48a90fa2606","U","Prolific",4237,100,"Frequency","Mixed"
"61096f6e47aaec342fe22642","U","Prolific",1972,0,"Frequency","Mixed"
"610e2081e4714859e1920e21","U","Prolific",7396,100,"Frequency","Mixed"
"610f9a40966119c1b414ed66","U","Prolific",2726,100,"Frequency","Mixed"
"w10004245","U","USM",5491,0,"Frequency","Mixed"
"w10016171_LMP","U","USM",4018,0,"Frequency","Mixed"
"W10016753","U","USM",3184,0,"Frequency","Mixed"
"w10022383_BP","U","USM",10488,0,"Frequency","Mixed"
"w10023445","U","USM",7265,100,"Frequency","Mixed"
"w10039337","U","USM",12142,0,"Frequency","Mixed"
"w10051289","U","USM",4564,100,"Frequency","Mixed"
"w10055876","U","USM",1614,0,"Frequency","Mixed"
"w10058974","U","USM",7156,0,"Frequency","Mixed"
"w10064873","U","USM",7443,100,"Frequency","Mixed"
"w10069706_LMC","U","USM",5477,0,"Frequency","Mixed"
"w217771","U","USM",3576,0,"Frequency","Mixed"
"w331304","U","USM",3393,100,"Frequency","Mixed"
"w609068","U","USM",4258,0,"Frequency","Mixed"
"w956412_mac","U","USM",5441,100,"Frequency","Mixed"
"w966915","U","USM",21794,0,"Frequency","Mixed"
"W987171","U","USM",2035,0,"Frequency","Mixed"
"61081e77be18b48a90fa2606","U","Prolific",5078,0,"Frequency","Mixed"
"61096f6e47aaec342fe22642","U","Prolific",4266,0,"Frequency","Mixed"
"610e2081e4714859e1920e21","U","Prolific",7109,0,"Frequency","Mixed"
"610f9a40966119c1b414ed66","U","Prolific",6132,0,"Frequency","Mixed"
"610f9a40966119c1b414ed66","U","Prolific",2939,100,"Frequency","Mixed"
"w10004245","U","USM",2073,100,"Frequency","Mixed"
"w10016171_LMP","U","USM",1989,0,"Frequency","Mixed"
"W10016753","U","USM",3688,0,"Frequency","Mixed"
"w10022383_BP","U","USM",9231,100,"Frequency","Mixed"
"w10023445","U","USM",1641,0,"Frequency","Mixed"
"w10039337","U","USM",4878,0,"Frequency","Mixed"
"w10051289","U","USM",7078,0,"Frequency","Mixed"
"w10055876","U","USM",2216,0,"Frequency","Mixed"
"w10058974","U","USM",4404,0,"Frequency","Mixed"
"w10064873","U","USM",4375,0,"Frequency","Mixed"
"w10069706_LMC","U","USM",4438,100,"Frequency","Mixed"
"w217771","U","USM",5029,0,"Frequency","Mixed"
"w331304","U","USM",6545,0,"Frequency","Mixed"
"w609068","U","USM",4279,0,"Frequency","Mixed"
"w956412_mac","U","USM",2521,100,"Frequency","Mixed"
"w966915","U","USM",8214,0,"Frequency","Mixed"
"W987171","U","USM",2353,0,"Frequency","Mixed"
"61081e77be18b48a90fa2606","U","Prolific",3498,0,"Frequency","Mixed"
"61096f6e47aaec342fe22642","U","Prolific",3050,0,"Frequency","Mixed"
"610e2081e4714859e1920e21","U","Prolific",4717,0,"Frequency","Mixed"
"610f9a40966119c1b414ed66","U","Prolific",6140,100,"Frequency","Mixed"
"w10004245","U","USM",2338,0,"Frequency","Mixed"
"w10016171_LMP","U","USM",1952,0,"Frequency","Mixed"
"W10016753","U","USM",4867,0,"Frequency","Mixed"
"w10022383_BP","U","USM",3296,0,"Frequency","Mixed"
"w10023445","U","USM",2816,0,"Frequency","Mixed"
"w10039337","U","USM",5032,100,"Frequency","Mixed"
"w10051289","U","USM",3146,0,"Frequency","Mixed"
"w10055876","U","USM",3658,0,"Frequency","Mixed"
"w10058974","U","USM",2317,0,"Frequency","Mixed"
"w10064873","U","USM",1756,0,"Frequency","Mixed"
"w10069706_LMC","U","USM",19584,0,"Frequency","Mixed"
"w217771","U","USM",2385,0,"Frequency","Mixed"
"w331304","U","USM",5487,0,"Frequency","Mixed"
"w609068","U","USM",1551,0,"Frequency","Mixed"
"w956412_mac","U","USM",3558,0,"Frequency","Mixed"
"w966915","U","USM",7394,0,"Frequency","Mixed"
"W987171","U","USM",4950,0,"Frequency","Mixed"
"61081e77be18b48a90fa2606","U","Prolific",5622,100,"Frequency","Mixed"
"61096f6e47aaec342fe22642","U","Prolific",2515,100,"Frequency","Mixed"
"610e2081e4714859e1920e21","U","Prolific",7699,0,"Frequency","Mixed"
"610f9a40966119c1b414ed66","U","Prolific",2355,100,"Frequency","Mixed"
"w10004245","U","USM",2503,0,"Frequency","Mixed"
"w10016171_LMP","U","USM",4277,0,"Frequency","Mixed"
"W10016753","U","USM",4761,0,"Frequency","Mixed"
"w10022383_BP","U","USM",3843,0,"Frequency","Mixed"
"w10023445","U","USM",3826,0,"Frequency","Mixed"
"w10039337","U","USM",21021,100,"Frequency","Mixed"
"w10051289","U","USM",4839,0,"Frequency","Mixed"
"w10055876","U","USM",2109,0,"Frequency","Mixed"
"w10058974","U","USM",7505,0,"Frequency","Mixed"
"w10064873","U","USM",1949,0,"Frequency","Mixed"
"w10069706_LMC","U","USM",8558,0,"Frequency","Mixed"
"w217771","U","USM",4831,0,"Frequency","Mixed"
"w331304","U","USM",2573,0,"Frequency","Mixed"
"w609068","U","USM",1947,0,"Frequency","Mixed"
"w956412_mac","U","USM",1313,0,"Frequency","Mixed"
"w966915","U","USM",2958,0,"Frequency","Mixed"
"w966915","U","USM",15899,0,"Frequency","Mixed"
"W987171","U","USM",1396,0,"Frequency","Mixed"
"61081e77be18b48a90fa2606","B","Prolific",3102,100,"Frequency","Mixed"
"61096f6e47aaec342fe22642","B","Prolific",2544,100,"Frequency","Mixed"
"610e2081e4714859e1920e21","B","Prolific",3096,100,"Frequency","Mixed"
"610f9a40966119c1b414ed66","B","Prolific",3674,100,"Frequency","Mixed"
"w10004245","B","USM",1465,0,"Frequency","Mixed"
"w10016171_LMP","B","USM",8008,0,"Frequency","Mixed"
"W10016753","B","USM",2237,0,"Frequency","Mixed"
"w10022383_BP","B","USM",4506,0,"Frequency","Mixed"
"w10023445","B","USM",1911,0,"Frequency","Mixed"
"w10039337","B","USM",3279,100,"Frequency","Mixed"
"w10051289","B","USM",1712,0,"Frequency","Mixed"
"w10055876","B","USM",1671,100,"Frequency","Mixed"
"w10058974","B","USM",1799,0,"Frequency","Mixed"
"w10064873","B","USM",4579,0,"Frequency","Mixed"
"w10069706_LMC","B","USM",5399,100,"Frequency","Mixed"
"w217771","B","USM",5246,0,"Frequency","Mixed"
"w331304","B","USM",1678,100,"Frequency","Mixed"
"w609068","B","USM",3050,0,"Frequency","Mixed"
"w956412_mac","B","USM",4437,100,"Frequency","Mixed"
"w966915","B","USM",3680,0,"Frequency","Mixed"
"W987171","B","USM",1695,0,"Frequency","Mixed"
"61081e77be18b48a90fa2606","B","Prolific",3626,100,"Frequency","Mixed"
"61096f6e47aaec342fe22642","B","Prolific",4946,100,"Frequency","Mixed"
"610e2081e4714859e1920e21","B","Prolific",2680,100,"Frequency","Mixed"
"610f9a40966119c1b414ed66","B","Prolific",11661,0,"Frequency","Mixed"
"w10004245","B","USM",1048,0,"Frequency","Mixed"
"w10016171_LMP","B","USM",3553,100,"Frequency","Mixed"
"W10016753","B","USM",5534,0,"Frequency","Mixed"
"w10022383_BP","B","USM",2521,100,"Frequency","Mixed"
"w10023445","B","USM",3034,100,"Frequency","Mixed"
"w10039337","B","USM",5866,100,"Frequency","Mixed"
"w10051289","B","USM",1564,100,"Frequency","Mixed"
"w10055876","B","USM",2609,100,"Frequency","Mixed"
"w10058974","B","USM",3408,0,"Frequency","Mixed"
"w10064873","B","USM",3498,0,"Frequency","Mixed"
"w10069706_LMC","B","USM",9696,0,"Frequency","Mixed"
"w217771","B","USM",2619,100,"Frequency","Mixed"
"w331304","B","USM",3655,100,"Frequency","Mixed"
"w609068","B","USM",3297,0,"Frequency","Mixed"
"w956412_mac","B","USM",1796,0,"Frequency","Mixed"
"w966915","B","USM",4569,0,"Frequency","Mixed"
"W987171","B","USM",2204,0,"Frequency","Mixed"
"61081e77be18b48a90fa2606","U","Prolific",9793,0,"Frequency","Mixed"
"61096f6e47aaec342fe22642","U","Prolific",2183,100,"Frequency","Mixed"
"610e2081e4714859e1920e21","U","Prolific",6459,0,"Frequency","Mixed"
"610f9a40966119c1b414ed66","U","Prolific",1303,0,"Frequency","Mixed"
"w10004245","U","USM",881,0,"Frequency","Mixed"
"w10016171_LMP","U","USM",1071,0,"Frequency","Mixed"
"W10016753","U","USM",4669,0,"Frequency","Mixed"
"w10022383_BP","U","USM",3432,0,"Frequency","Mixed"
"w10023445","U","USM",2562,0,"Frequency","Mixed"
"w10039337","U","USM",15185,0,"Frequency","Mixed"
"w10051289","U","USM",2178,0,"Frequency","Mixed"
"w10055876","U","USM",2485,100,"Frequency","Mixed"
"w10058974","U","USM",2036,0,"Frequency","Mixed"
"w10064873","U","USM",2395,0,"Frequency","Mixed"
"w10069706_LMC","U","USM",4406,0,"Frequency","Mixed"
"w217771","U","USM",2516,0,"Frequency","Mixed"
"w331304","U","USM",10841,0,"Frequency","Mixed"
"w609068","U","USM",4659,0,"Frequency","Mixed"
"w956412_mac","U","USM",2101,0,"Frequency","Mixed"
"w966915","U","USM",4527,0,"Frequency","Mixed"
"W987171","U","USM",3148,0,"Frequency","Mixed"
"61081e77be18b48a90fa2606","B","Prolific",6529,100,"Frequency","Mixed"
"61096f6e47aaec342fe22642","B","Prolific",4945,100,"Frequency","Mixed"
"610e2081e4714859e1920e21","B","Prolific",5201,100,"Frequency","Mixed"
"610f9a40966119c1b414ed66","B","Prolific",2619,0,"Frequency","Mixed"
"w10004245","B","USM",2341,0,"Frequency","Mixed"
"w10004245","B","USM",2249,100,"Frequency","Mixed"
"w10016171_LMP","B","USM",3152,0,"Frequency","Mixed"
"W10016753","B","USM",2396,0,"Frequency","Mixed"
"w10022383_BP","B","USM",5982,100,"Frequency","Mixed"
"w10023445","B","USM",3061,100,"Frequency","Mixed"
"w10039337","B","USM",3392,100,"Frequency","Mixed"
"w10051289","B","USM",2515,0,"Frequency","Mixed"
"w10055876","B","USM",3291,0,"Frequency","Mixed"
"w10058974","B","USM",4854,100,"Frequency","Mixed"
"w10064873","B","USM",3178,100,"Frequency","Mixed"
"w10069706_LMC","B","USM",5352,100,"Frequency","Mixed"
"w217771","B","USM",2927,0,"Frequency","Mixed"
"w331304","B","USM",2605,100,"Frequency","Mixed"
"w609068","B","USM",5567,100,"Frequency","Mixed"
"w956412_mac","B","USM",2588,100,"Frequency","Mixed"
"w956412_mac","B","USM",1650,100,"Frequency","Mixed"
"w966915","B","USM",5390,0,"Frequency","Mixed"
"W987171","B","USM",12759,0,"Frequency","Mixed"
"61081e77be18b48a90fa2606","B","Prolific",6366,0,"Frequency","Mixed"
"61096f6e47aaec342fe22642","B","Prolific",6710,0,"Frequency","Mixed"
"610e2081e4714859e1920e21","B","Prolific",18424,100,"Frequency","Mixed"
"610f9a40966119c1b414ed66","B","Prolific",2223,100,"Frequency","Mixed"
"w10004245","B","USM",4628,100,"Frequency","Mixed"
"w10016171_LMP","B","USM",1244,0,"Frequency","Mixed"
"W10016753","B","USM",2414,0,"Frequency","Mixed"
"w10022383_BP","B","USM",3183,100,"Frequency","Mixed"
"w10023445","B","USM",3997,100,"Frequency","Mixed"
"w10039337","B","USM",2885,0,"Frequency","Mixed"
"w10051289","B","USM",2389,100,"Frequency","Mixed"
"w10055876","B","USM",2040,100,"Frequency","Mixed"
"w10058974","B","USM",5204,100,"Frequency","Mixed"
"w10064873","B","USM",5335,100,"Frequency","Mixed"
"w10069706_LMC","B","USM",3716,100,"Frequency","Mixed"
"w217771","B","USM",3111,0,"Frequency","Mixed"
"w331304","B","USM",3825,0,"Frequency","Mixed"
"w609068","B","USM",6121,0,"Frequency","Mixed"
"w956412_mac","B","USM",3956,100,"Frequency","Mixed"
"w966915","B","USM",10676,0,"Frequency","Mixed"
"W987171","B","USM",2508,100,"Frequency","Mixed"
"61081e77be18b48a90fa2606","U","Prolific",3397,100,"Frequency","Mixed"
"61096f6e47aaec342fe22642","U","Prolific",2519,100,"Frequency","Mixed"
"610e2081e4714859e1920e21","U","Prolific",10685,0,"Frequency","Mixed"
"610f9a40966119c1b414ed66","U","Prolific",3486,100,"Frequency","Mixed"
"w10004245","U","USM",4531,0,"Frequency","Mixed"
"w10016171_LMP","U","USM",2408,0,"Frequency","Mixed"
"W10016753","U","USM",1942,0,"Frequency","Mixed"
"w10022383_BP","U","USM",5290,0,"Frequency","Mixed"
"w10023445","U","USM",1738,100,"Frequency","Mixed"
"w10039337","U","USM",15152,0,"Frequency","Mixed"
"w10051289","U","USM",6979,0,"Frequency","Mixed"
"w10055876","U","USM",1903,0,"Frequency","Mixed"
"w10058974","U","USM",2025,100,"Frequency","Mixed"
"w10064873","U","USM",6247,100,"Frequency","Mixed"
"w10069706_LMC","U","USM",2250,100,"Frequency","Mixed"
"w217771","U","USM",3612,0,"Frequency","Mixed"
"w331304","U","USM",3767,0,"Frequency","Mixed"
"w609068","U","USM",1606,0,"Frequency","Mixed"
"w956412_mac","U","USM",6404,0,"Frequency","Mixed"
"w966915","U","USM",2794,0,"Frequency","Mixed"
"W987171","U","USM",11766,0,"Frequency","Mixed"
"61081e77be18b48a90fa2606","U","Prolific",5377,0,"Frequency","Mixed"
"61096f6e47aaec342fe22642","U","Prolific",1873,100,"Frequency","Mixed"
"610e2081e4714859e1920e21","U","Prolific",24308,100,"Frequency","Mixed"
"610f9a40966119c1b414ed66","U","Prolific",3103,100,"Frequency","Mixed"
"w10004245","U","USM",5520,0,"Frequency","Mixed"
"w10016171_LMP","U","USM",4853,0,"Frequency","Mixed"
"W10016753","U","USM",3098,0,"Frequency","Mixed"
"w10022383_BP","U","USM",6297,0,"Frequency","Mixed"
"w10023445","U","USM",3005,0,"Frequency","Mixed"
"w10039337","U","USM",9768,0,"Frequency","Mixed"
"w10051289","U","USM",5141,0,"Frequency","Mixed"
"w10055876","U","USM",2837,0,"Frequency","Mixed"
"w10058974","U","USM",4400,0,"Frequency","Mixed"
"w10064873","U","USM",12550,0,"Frequency","Mixed"
"w10064873","U","USM",5476,100,"Frequency","Mixed"
"w10069706_LMC","U","USM",3274,0,"Frequency","Mixed"
"w217771","U","USM",2563,0,"Frequency","Mixed"
"w331304","U","USM",2852,0,"Frequency","Mixed"
"w609068","U","USM",4068,0,"Frequency","Mixed"
"w956412_mac","U","USM",2236,0,"Frequency","Mixed"
"w966915","U","USM",3776,0,"Frequency","Mixed"
"W987171","U","USM",1771,0,"Frequency","Mixed"
"61081e77be18b48a90fa2606","U","Prolific",7339,0,"Frequency","Mixed"
"61096f6e47aaec342fe22642","U","Prolific",2689,100,"Frequency","Mixed"
