Username,ID,Date,Session,Condition_Number,Condition_Description,Output_File,Stimuli_File,Procedure_File,Browser,DeviceType,OS,IP
10094712,7cnucd3t3l,2022-01-07T18:23:39+00:00,1,18,"JOL Pure U B",Output_Session1_10094712_7cnucd3t3l.csv,Pure_Unrelated.csv,JOLVersionB.csv,"Chrome 96.0",Desktop,MacOSX,10.0.13.124
w10089826DJ,ugo7ig85et,2022-01-09T01:25:34+00:00,1,1,"Read Mixed A",Output_Session1_w10089826DJ_ugo7ig85et.csv,Mixed_Stim.csv,READVersionA.csv,"Chrome 96.0",Desktop,MacOSX,10.0.13.124
W10098703_CMK,f6mvyf1n9i,2022-01-09T02:03:49+00:00,1,2,"Read Mixed B",Output_Session1_W10098703_CMK_f6mvyf1n9i.csv,Mixed_Stim.csv,READVersionB.csv,"Chrome 97.0",Desktop,Win10,10.0.13.123
W10110388_CLT,mim4ix8wrr,2022-01-11T03:48:37+00:00,1,3,"Read Pure F A",Output_Session1_W10110388_CLT_mim4ix8wrr.csv,Pure_Forward.csv,READVersionA.csv,"Chrome 96.0",Desktop,MacOSX,10.0.13.123
w10103983,y8r4bh1e3k,2022-01-12T01:41:58+00:00,1,4,"Read Pure F B",Output_Session1_w10103983_y8r4bh1e3k.csv,Pure_Forward.csv,READVersionB.csv,"Safari 14.0",Desktop,MacOSX,10.0.13.123
w10054029_chl,s1rhe8xb25,2022-01-12T06:06:57+00:00,1,5,"Read Pure U A",Output_Session1_w10054029_chl_s1rhe8xb25.csv,Pure_Unrelated.csv,READVersionA.csv,"Edge 97.0",Desktop,Win10,10.0.13.124
w10136582,kgbxg9vjoe,2022-01-12T23:44:24+00:00,1,6,"Read Pure U B",Output_Session1_w10136582_kgbxg9vjoe.csv,Pure_Unrelated.csv,READVersionB.csv,"Chrome 97.0",Desktop,Win10,10.0.13.123
w10108184_ajd,kby8onjr2m,2022-01-13T18:48:01+00:00,1,7,"Freq Mixed A",Output_Session1_w10108184_ajd_kby8onjr2m.csv,Mixed_Stim.csv,FREQVersionA.csv,"Mobile Safari 15.1","Mobile Phone",iOS,10.0.13.123
w10089826,j5fnsez3uh,2022-01-13T19:56:58+00:00,1,8,"Freq Mixed B",Output_Session1_w10089826_j5fnsez3uh.csv,Mixed_Stim.csv,FREQVersionB.csv,"Mobile Safari 15.0","Mobile Phone",iOS,10.0.13.123
w10100950,i1k5eb0dc9,2022-01-14T00:15:20+00:00,1,9,"Freq Pure F A",Output_Session1_w10100950_i1k5eb0dc9.csv,Pure_Forward.csv,FREQVersionA.csv,DefaultProperties,unknown,unknown,10.0.13.124
w10083680,tbwgr1fiih,2022-01-14T00:30:29+00:00,1,10,"Freq Pure F B",Output_Session1_w10083680_tbwgr1fiih.csv,Pure_Forward.csv,FREQVersionB.csv,"Chrome 97.0",Desktop,MacOSX,10.0.13.123
w10137311,6ofbrhvmds,2022-01-20T20:51:11+00:00,1,11,"Freq Pure U A",Output_Session1_w10137311_6ofbrhvmds.csv,Pure_Unrelated.csv,FREQVersionA.csv,"Chrome 97.0",Desktop,Win10,10.0.13.123
w10075657,n6bgmrytln,2022-01-20T22:33:36+00:00,1,12,"Freq Pure U B",Output_Session1_w10075657_n6bgmrytln.csv,Pure_Unrelated.csv,FREQVersionB.csv,"Chrome 96.0",Desktop,MacOSX,10.0.13.124
w10022439,54y4yghjji,2022-01-21T00:41:11+00:00,1,13,"JOL Mixed A",Output_Session1_w10022439_54y4yghjji.csv,Mixed_Stim.csv,JOLVersionA.csv,"Safari 13.1",Desktop,MacOSX,10.0.13.124
w993005_LMS,bla6czn9u5,2022-01-21T03:00:39+00:00,1,14,"JOL Mixed B",Output_Session1_w993005_LMS_bla6czn9u5.csv,Mixed_Stim.csv,JOLVersionB.csv,"Chrome 97.0",Desktop,Win10,10.0.13.124
w10111650,2q2yc8ol0m,2022-01-21T18:37:39+00:00,1,15,"JOL Pure F A",Output_Session1_w10111650_2q2yc8ol0m.csv,Pure_Forward.csv,JOLVersionA.csv,"Safari 15.1",Desktop,MacOSX,10.0.13.124
w10098066_GP,w8wkqzliyc,2022-01-21T20:10:41+00:00,1,16,"JOL Pure F B",Output_Session1_w10098066_GP_w8wkqzliyc.csv,Pure_Forward.csv,JOLVersionB.csv,"Chrome 97.0",Desktop,Win10,10.0.13.124
w10073125_mnm,g3jllbpq50,2022-01-21T21:37:02+00:00,1,17,"JOL Pure U A",Output_Session1_w10073125_mnm_g3jllbpq50.csv,Pure_Unrelated.csv,JOLVersionA.csv,"Chrome 97.0",Desktop,Win10,10.0.13.124
w10056364,j9qy5fs32v,2022-01-22T15:39:31+00:00,1,18,"JOL Pure U B",Output_Session1_w10056364_j9qy5fs32v.csv,Pure_Unrelated.csv,JOLVersionB.csv,"Chrome 96.0",Desktop,MacOSX,10.0.13.124
w10127202_kg,9ufxk8sxsb,2022-01-22T15:44:02+00:00,1,1,"Read Mixed A",Output_Session1_w10127202_kg_9ufxk8sxsb.csv,Mixed_Stim.csv,READVersionA.csv,"Chrome 97.0",Desktop,Win10,10.0.13.123
10130306,a5su0iscj9,2022-01-22T21:06:50+00:00,1,2,"Read Mixed B",Output_Session1_10130306_a5su0iscj9.csv,Mixed_Stim.csv,READVersionB.csv,"Chrome 97.0",Desktop,MacOSX,10.0.13.123
w10097097,6flupo2owa,2022-01-22T23:34:27+00:00,1,3,"Read Pure F A",Output_Session1_w10097097_6flupo2owa.csv,Pure_Forward.csv,READVersionA.csv,"Edge 97.0",Desktop,Win10,10.0.13.123
w10137082DT,3rn2k9iwso,2022-01-23T04:32:34+00:00,1,4,"Read Pure F B",Output_Session1_w10137082DT_3rn2k9iwso.csv,Pure_Forward.csv,READVersionB.csv,"Chrome 97.0",Desktop,MacOSX,10.0.13.123
w10095126_A,z91b2dmea9,2022-01-23T15:08:09+00:00,1,5,"Read Pure U A",Output_Session1_w10095126_A_z91b2dmea9.csv,Pure_Unrelated.csv,READVersionA.csv,"Edge 97.0",Desktop,Win10,10.0.13.124
W10095126_ALR,9hd6inxoxt,2022-01-23T15:08:40+00:00,1,6,"Read Pure U B",Output_Session1_W10095126_ALR_9hd6inxoxt.csv,Pure_Unrelated.csv,READVersionB.csv,"Edge 97.0",Desktop,Win10,10.0.13.124
w326476,veavhezd7f,2022-01-23T19:49:31+00:00,1,7,"Freq Mixed A",Output_Session1_w326476_veavhezd7f.csv,Mixed_Stim.csv,FREQVersionA.csv,"Chrome 97.0",Desktop,Win10,10.0.13.124
w859996lj,c2whnm9mfo,2022-01-23T20:22:39+00:00,1,8,"Freq Mixed B",Output_Session1_w859996lj_c2whnm9mfo.csv,Mixed_Stim.csv,FREQVersionB.csv,"Edge 97.0",Desktop,Win10,10.0.13.123
W10110328,t7zsm8ip0f,2022-01-23T22:12:02+00:00,1,9,"Freq Pure F A",Output_Session1_W10110328_t7zsm8ip0f.csv,Pure_Forward.csv,FREQVersionA.csv,"Mobile Safari Generic","Mobile Phone",iOS,10.0.13.124
w10044330,x3z2bd1gfn,2022-01-24T00:31:29+00:00,1,10,"Freq Pure F B",Output_Session1_w10044330_x3z2bd1gfn.csv,Pure_Forward.csv,FREQVersionB.csv,"Chrome 97.0",Desktop,Win10,10.0.13.124
w214207,1qfrq1zalh,2022-01-24T00:39:11+00:00,1,11,"Freq Pure U A",Output_Session1_w214207_1qfrq1zalh.csv,Pure_Unrelated.csv,FREQVersionA.csv,"Safari 15.0",Desktop,MacOSX,10.0.13.123
W10104420_VSP,sr6guqpiq2,2022-01-24T01:15:34+00:00,1,12,"Freq Pure U B",Output_Session1_W10104420_VSP_sr6guqpiq2.csv,Pure_Unrelated.csv,FREQVersionB.csv,"Chrome 97.0",Desktop,Win10,10.0.13.123
w10132325_DMA,152mfw1lqc,2022-01-24T03:50:41+00:00,1,13,"JOL Mixed A",Output_Session1_w10132325_DMA_152mfw1lqc.csv,Mixed_Stim.csv,JOLVersionA.csv,"Chrome 97.0",Desktop,Win10,10.0.13.124
w10118691,hm44cctjy6,2022-01-24T04:03:58+00:00,1,14,"JOL Mixed B",Output_Session1_w10118691_hm44cctjy6.csv,Mixed_Stim.csv,JOLVersionB.csv,"Chrome 97.0",Desktop,Win10,10.0.13.124
w10039167,kk04frz62m,2022-01-24T16:49:58+00:00,1,15,"JOL Pure F A",Output_Session1_w10039167_kk04frz62m.csv,Pure_Forward.csv,JOLVersionA.csv,"Safari 15.1",Desktop,MacOSX,10.0.13.123
w10042098,iaeshdp8nq,2022-01-24T19:39:29+00:00,1,16,"JOL Pure F B",Output_Session1_w10042098_iaeshdp8nq.csv,Pure_Forward.csv,JOLVersionB.csv,"Chrome 97.0",Desktop,Win10,10.0.13.123
w10004245,0v7gs68odh,2022-01-24T23:27:16+00:00,1,17,"JOL Pure U A",Output_Session1_w10004245_0v7gs68odh.csv,Pure_Unrelated.csv,JOLVersionA.csv,"Edge 97.0",Desktop,Win10,10.0.13.123
w10111797,e5urxzjmos,2022-01-25T00:23:13+00:00,1,18,"JOL Pure U B",Output_Session1_w10111797_e5urxzjmos.csv,Pure_Unrelated.csv,JOLVersionB.csv,"Chrome 97.0",Desktop,Win10,10.0.13.124
w10062352,s5mrmh2wz8,2022-01-25T03:57:45+00:00,1,1,"Read Mixed A",Output_Session1_w10062352_s5mrmh2wz8.csv,Mixed_Stim.csv,READVersionA.csv,"Chrome 96.0",Desktop,MacOSX,10.0.13.123
w10103314,1dfapei2sa,2022-01-26T18:57:39+00:00,1,2,"Read Mixed B",Output_Session1_w10103314_1dfapei2sa.csv,Mixed_Stim.csv,READVersionB.csv,"Chrome 96.0",Desktop,Win8.1,10.0.13.124
W10055557_CCC,xbzsdmywxv,2022-01-26T22:22:00+00:00,1,3,"Read Pure F A",Output_Session1_W10055557_CCC_xbzsdmywxv.csv,Pure_Forward.csv,READVersionA.csv,"Chrome 97.0",Desktop,Win10,10.0.13.123
w10104906_JAM,jqaygsqib4,2022-01-26T22:40:03+00:00,1,4,"Read Pure F B",Output_Session1_w10104906_JAM_jqaygsqib4.csv,Pure_Forward.csv,READVersionB.csv,"Chrome 95.0",Desktop,MacOSX,10.0.13.123
w10111018,sekc6aylew,2022-01-27T22:20:02+00:00,1,5,"Read Pure U A",Output_Session1_w10111018_sekc6aylew.csv,Pure_Unrelated.csv,READVersionA.csv,"Mobile Safari 14.1","Mobile Phone",iOS,10.0.13.123
10059972,lso6l7r7wo,2022-01-29T22:05:40+00:00,1,6,"Read Pure U B",Output_Session1_10059972_lso6l7r7wo.csv,Pure_Unrelated.csv,READVersionB.csv,"Mobile Safari Generic","Mobile Phone",iOS,10.0.13.123
W10056406,cwdxfdhdv0,2022-01-30T02:51:40+00:00,1,7,"Freq Mixed A",Output_Session1_W10056406_cwdxfdhdv0.csv,Mixed_Stim.csv,FREQVersionA.csv,"Safari 15.2",Desktop,MacOSX,10.0.13.124
w10079472,eqdmnmi2fo,2022-02-01T14:57:00+00:00,1,8,"Freq Mixed B",Output_Session1_w10079472_eqdmnmi2fo.csv,Mixed_Stim.csv,FREQVersionB.csv,"Safari 14.0",Desktop,MacOSX,10.0.13.123
10099735,4uy8howypc,2022-02-01T19:43:37+00:00,1,9,"Freq Pure F A",Output_Session1_10099735_4uy8howypc.csv,Pure_Forward.csv,FREQVersionA.csv,"Chrome 97.0",Desktop,MacOSX,10.0.13.123
10037566,krud5lwqf0,2022-02-01T19:51:28+00:00,1,10,"Freq Pure F B",Output_Session1_10037566_krud5lwqf0.csv,Pure_Forward.csv,FREQVersionB.csv,"Chrome 97.0",Desktop,Win10,10.0.13.124
w10008682,pcenp1qkfh,2022-02-03T21:00:51+00:00,1,11,"Freq Pure U A",Output_Session1_w10008682_pcenp1qkfh.csv,Pure_Unrelated.csv,FREQVersionA.csv,"Chrome 97.0",Desktop,Win10,10.0.13.123
10085338,2lgyhqh70y,2022-02-05T21:00:42+00:00,1,12,"Freq Pure U B",Output_Session1_10085338_2lgyhqh70y.csv,Pure_Unrelated.csv,FREQVersionB.csv,DefaultProperties,unknown,unknown,10.0.13.124
w10081946,ecyeoqsg5g,2022-02-07T00:13:29+00:00,1,13,"JOL Mixed A",Output_Session1_w10081946_ecyeoqsg5g.csv,Mixed_Stim.csv,JOLVersionA.csv,"Chrome 97.0",Desktop,MacOSX,10.0.13.123
10104845,sm9b2cymme,2022-02-07T16:20:13+00:00,1,14,"JOL Mixed B",Output_Session1_10104845_sm9b2cymme.csv,Mixed_Stim.csv,JOLVersionB.csv,"Chrome 97.0",Desktop,Win10,10.0.13.124
w10001222,3nhu1msbez,2022-02-07T23:44:11+00:00,1,15,"JOL Pure F A",Output_Session1_w10001222_3nhu1msbez.csv,Pure_Forward.csv,JOLVersionA.csv,"Safari 14.1",Desktop,MacOSX,10.0.13.124
w10119552,e7x684eory,2022-02-09T04:27:33+00:00,1,16,"JOL Pure F B",Output_Session1_w10119552_e7x684eory.csv,Pure_Forward.csv,JOLVersionB.csv,DefaultProperties,unknown,unknown,10.0.13.123
W10070340_ACM,6hokx3gbh8,2022-02-09T07:16:54+00:00,1,17,"JOL Pure U A",Output_Session1_W10070340_ACM_6hokx3gbh8.csv,Pure_Unrelated.csv,JOLVersionA.csv,"Edge 97.0",Desktop,Win10,10.0.13.123
W10062325_BKT,s4z1236388,2022-02-10T05:09:48+00:00,1,18,"JOL Pure U B",Output_Session1_W10062325_BKT_s4z1236388.csv,Pure_Unrelated.csv,JOLVersionB.csv,"Chrome 97.0",Desktop,MacOSX,10.0.13.123
w10050755,6j000shtge,2022-02-10T10:06:42+00:00,1,1,"Read Mixed A",Output_Session1_w10050755_6j000shtge.csv,Mixed_Stim.csv,READVersionA.csv,"Chrome 98.0",Desktop,Win10,10.0.13.123
w10056898,ajk1du7dah,2022-02-11T03:49:37+00:00,1,2,"Read Mixed B",Output_Session1_w10056898_ajk1du7dah.csv,Mixed_Stim.csv,READVersionB.csv,"Chrome 97.0",Desktop,Win10,10.0.13.123
w10061310_bcm,ghioe3ccw7,2022-02-11T16:56:15+00:00,1,3,"Read Pure F A",Output_Session1_w10061310_bcm_ghioe3ccw7.csv,Pure_Forward.csv,READVersionA.csv,"Chrome 98.0",Desktop,MacOSX,10.0.13.124
w545803,lk2d3uya38,2022-02-11T17:54:23+00:00,1,4,"Read Pure F B",Output_Session1_w545803_lk2d3uya38.csv,Pure_Forward.csv,READVersionB.csv,"Edge 98.0",Desktop,Win10,10.0.13.123
w545802,voskvo2xcx,2022-02-13T04:46:00+00:00,1,5,"Read Pure U A",Output_Session1_w545802_voskvo2xcx.csv,Pure_Unrelated.csv,READVersionA.csv,"Chrome 98.0",Desktop,Win10,10.0.13.124
w10062325,kmmurdc55s,2022-02-14T01:37:33+00:00,1,6,"Read Pure U B",Output_Session1_w10062325_kmmurdc55s.csv,Pure_Unrelated.csv,READVersionB.csv,"Chrome 97.0",Desktop,MacOSX,10.0.13.123
141641,zl8lqiosrj,2022-02-15T02:50:57+00:00,1,7,"Freq Mixed A",Output_Session1_141641_zl8lqiosrj.csv,Mixed_Stim.csv,FREQVersionA.csv,"Chrome 98.0",Desktop,Win10,10.0.13.124
W10083663_EEP,d1xi2zk5sj,2022-02-16T16:09:38+00:00,1,8,"Freq Mixed B",Output_Session1_W10083663_EEP_d1xi2zk5sj.csv,Mixed_Stim.csv,FREQVersionB.csv,"Chrome 98.0",Desktop,MacOSX,10.0.13.124
w10048421_DEC,t3kba1z8p1,2022-02-17T00:22:24+00:00,1,9,"Freq Pure F A",Output_Session1_w10048421_DEC_t3kba1z8p1.csv,Pure_Forward.csv,FREQVersionA.csv,"Chrome 98.0",Desktop,Win10,10.0.13.124
w10085282MOB,bdfrazkwg1,2022-02-17T21:34:08+00:00,1,10,"Freq Pure F B",Output_Session1_w10085282MOB_bdfrazkwg1.csv,Pure_Forward.csv,FREQVersionB.csv,"Chrome 98.0",Desktop,MacOSX,10.0.13.124
W10086692,w3mj52j2iq,2022-02-17T22:18:50+00:00,1,11,"Freq Pure U A",Output_Session1_W10086692_w3mj52j2iq.csv,Pure_Unrelated.csv,FREQVersionA.csv,"Chrome 97.0",Desktop,MacOSX,10.0.13.123
w10087097,t1j5oegpow,2022-02-17T23:40:17+00:00,1,12,"Freq Pure U B",Output_Session1_w10087097_t1j5oegpow.csv,Pure_Unrelated.csv,FREQVersionB.csv,"Chrome 98.0",Desktop,MacOSX,10.0.13.124
w10133042,rruztev48r,2022-02-18T00:13:21+00:00,1,13,"JOL Mixed A",Output_Session1_w10133042_rruztev48r.csv,Mixed_Stim.csv,JOLVersionA.csv,"Chrome 98.0",Desktop,Win10,10.0.13.124
W10049766_AN,8272ampkqh,2022-02-18T01:39:52+00:00,1,14,"JOL Mixed B",Output_Session1_W10049766_AN_8272ampkqh.csv,Mixed_Stim.csv,JOLVersionB.csv,"Chrome 98.0",Desktop,Win10,10.0.13.124
w10123420,cz516fagf1,2022-02-18T03:35:14+00:00,1,15,"JOL Pure F A",Output_Session1_w10123420_cz516fagf1.csv,Pure_Forward.csv,JOLVersionA.csv,"Safari 14.1",Desktop,MacOSX,10.0.13.123
w10087651_EKW,8aop97ec9u,2022-02-18T16:49:49+00:00,1,16,"JOL Pure F B",Output_Session1_w10087651_EKW_8aop97ec9u.csv,Pure_Forward.csv,JOLVersionB.csv,"Chrome 98.0",Desktop,MacOSX,10.0.13.124
w10085282MOB,r1vmohrbn7,2022-02-20T22:39:36+00:00,1,17,"JOL Pure U A",Output_Session1_w10085282MOB_r1vmohrbn7.csv,Pure_Unrelated.csv,JOLVersionA.csv,"Chrome 98.0",Desktop,MacOSX,10.0.13.123
w10085282MOB,2zc04fjeas,2022-02-21T02:48:36+00:00,1,18,"JOL Pure U B",Output_Session1_w10085282MOB_2zc04fjeas.csv,Pure_Unrelated.csv,JOLVersionB.csv,"Chrome 98.0",Desktop,MacOSX,10.0.13.124
w10072976,lpy725v89d,2022-02-22T21:16:10+00:00,1,1,"Read Mixed A",Output_Session1_w10072976_lpy725v89d.csv,Mixed_Stim.csv,READVersionA.csv,"Chrome 97.0",Desktop,MacOSX,10.0.13.123
w10125837,b8o53xook8,2022-02-22T23:39:41+00:00,1,2,"Read Mixed B",Output_Session1_w10125837_b8o53xook8.csv,Mixed_Stim.csv,READVersionB.csv,"Chrome 98.0",Desktop,Win10,10.0.13.124
w10080591,qbzawr9ab8,2022-02-23T19:33:16+00:00,1,3,"Read Pure F A",Output_Session1_w10080591_qbzawr9ab8.csv,Pure_Forward.csv,READVersionA.csv,"Chrome 98.0",Desktop,MacOSX,10.0.13.123
10106849,ywwqm2xl02,2022-02-25T17:10:52+00:00,1,4,"Read Pure F B",Output_Session1_10106849_ywwqm2xl02.csv,Pure_Forward.csv,READVersionB.csv,"Chrome 98.0",Desktop,MacOSX,10.0.13.123
w10057758,tqwinqwas3,2022-02-25T19:26:12+00:00,1,5,"Read Pure U A",Output_Session1_w10057758_tqwinqwas3.csv,Pure_Unrelated.csv,READVersionA.csv,"Chrome 98.0",Desktop,Win10,10.0.13.124
w855903_klb,3cgu88p12j,2022-03-01T14:18:28+00:00,1,6,"Read Pure U B",Output_Session1_w855903_klb_3cgu88p12j.csv,Pure_Unrelated.csv,READVersionB.csv,"Chrome 98.0",Desktop,Win10,10.0.13.123
W10003295_MGP,cf6n3y3ica,2022-03-04T01:59:40+00:00,1,7,"Freq Mixed A",Output_Session1_W10003295_MGP_cf6n3y3ica.csv,Mixed_Stim.csv,FREQVersionA.csv,"Chrome 98.0",Desktop,MacOSX,10.0.13.123
w10040181_LTB,d255kmrfga,2022-03-04T04:03:15+00:00,1,8,"Freq Mixed B",Output_Session1_w10040181_LTB_d255kmrfga.csv,Mixed_Stim.csv,FREQVersionB.csv,"Mobile Safari 14.1","Mobile Phone",iOS,10.0.13.124
w10105521,af9op12ti0,2022-03-05T02:11:14+00:00,1,9,"Freq Pure F A",Output_Session1_w10105521_af9op12ti0.csv,Pure_Forward.csv,FREQVersionA.csv,"Chrome 96.0",Desktop,MacOSX,10.0.13.124
W10035706_JPD,aominvd5rt,2022-03-09T06:09:28+00:00,1,10,"Freq Pure F B",Output_Session1_W10035706_JPD_aominvd5rt.csv,Pure_Forward.csv,FREQVersionB.csv,"Safari 15.2",Desktop,MacOSX,10.0.13.124
w202046,m2lf2a1t3z,2022-03-09T19:37:27+00:00,1,11,"Freq Pure U A",Output_Session1_w202046_m2lf2a1t3z.csv,Pure_Unrelated.csv,FREQVersionA.csv,"Edge 99.0",Desktop,Win10,10.0.13.124
w10109494,mlk8d11otk,2022-03-09T23:26:59+00:00,1,12,"Freq Pure U B",Output_Session1_w10109494_mlk8d11otk.csv,Pure_Unrelated.csv,FREQVersionB.csv,"Edge 99.0",Desktop,Win10,10.0.13.124
w10079579,jyf0gxo6vi,2022-03-10T23:27:03+00:00,1,13,"JOL Mixed A",Output_Session1_w10079579_jyf0gxo6vi.csv,Mixed_Stim.csv,JOLVersionA.csv,"Edge 97.0",Desktop,Win10,10.0.13.123
w10116231_KMY,geiv17oulk,2022-03-14T01:37:35+00:00,1,14,"JOL Mixed B",Output_Session1_w10116231_KMY_geiv17oulk.csv,Mixed_Stim.csv,JOLVersionB.csv,"Edge 99.0",Desktop,Win10,10.0.13.123
w212914,bdg8ayy4p2,2022-03-18T22:37:35+00:00,1,15,"JOL Pure F A",Output_Session1_w212914_bdg8ayy4p2.csv,Pure_Forward.csv,JOLVersionA.csv,"Safari 14.0",Desktop,MacOSX,10.0.13.124
w10094719,mgzy6wh9ok,2022-03-21T20:02:54+00:00,1,16,"JOL Pure F B",Output_Session1_w10094719_mgzy6wh9ok.csv,Pure_Forward.csv,JOLVersionB.csv,"Edge 99.0",Desktop,Win10,10.0.13.124
W10064913_JMP,0f6c1ixrld,2022-03-22T01:14:33+00:00,1,17,"JOL Pure U A",Output_Session1_W10064913_JMP_0f6c1ixrld.csv,Pure_Unrelated.csv,JOLVersionA.csv,"Chrome 99.0",Desktop,MacOSX,10.0.13.124
w10059972_GRD,bsrn1man6i,2022-03-27T04:54:28+00:00,1,18,"JOL Pure U B",Output_Session1_w10059972_GRD_bsrn1man6i.csv,Pure_Unrelated.csv,JOLVersionB.csv,"Mobile Safari 15.4","Mobile Phone",iOS,10.0.13.123
w10059972_GRD,c7lergx6xc,2022-03-27T20:35:57+00:00,1,1,"Read Mixed A",Output_Session1_w10059972_GRD_c7lergx6xc.csv,Mixed_Stim.csv,READVersionA.csv,"Edge 99.0",Desktop,Win10,10.0.13.124
10084217,5hbft8gwxl,2022-03-28T00:42:32+00:00,1,2,"Read Mixed B",Output_Session1_10084217_5hbft8gwxl.csv,Mixed_Stim.csv,READVersionB.csv,"Chrome 99.0",Desktop,MacOSX,10.0.13.123
W10100968_BDL,a8l71vnslj,2022-03-28T23:51:36+00:00,1,3,"Read Pure F A",Output_Session1_W10100968_BDL_a8l71vnslj.csv,Pure_Forward.csv,READVersionA.csv,"Chrome 99.0",Desktop,Win10,10.0.13.123
W10005089,jcttxler64,2022-03-29T05:33:56+00:00,1,4,"Read Pure F B",Output_Session1_W10005089_jcttxler64.csv,Pure_Forward.csv,READVersionB.csv,DefaultProperties,unknown,unknown,10.0.13.124
w10042667_JTG,ohe93i706n,2022-03-29T15:48:59+00:00,1,5,"Read Pure U A",Output_Session1_w10042667_JTG_ohe93i706n.csv,Pure_Unrelated.csv,READVersionA.csv,"Chrome 99.0",Desktop,Win10,10.0.13.124
