"","id","Response","key","percent_match","Scored","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.JOL","Procedure.Shuffle.1","Response.RT"
"198","5f062fad1145f916fd34cebc","bad","bad","1",1,13,"JOL Mixed A","delinquent","Study1","F","Study Phase","90","Recall1",5428
"199","945319","criminal","bad","0",0,13,"JOL Mixed A","delinquent","Study1","F","Study Phase","50","Recall1",28845
"200","983960","delinquent","bad","0.1",0,13,"JOL Mixed A","delinquent","Study1","F","Study Phase","0","Recall1",2911
"201","w10035724","bad","bad","1",1,13,"JOL Mixed A","delinquent","Study1","F","Study Phase","85","Recall1",4920
"202","w10042560","man","bad","0.333333333333333",0,13,"JOL Mixed A","delinquent","Study1","F","Study Phase","50","Recall1",8261
"203","w10048057_slr","bad","bad","1",1,13,"JOL Mixed A","delinquent","Study1","F","Study Phase","98","Recall1",1944
"204","w10049640","bad","bad","1",1,13,"JOL Mixed A","delinquent","Study1","F","Study Phase","80","Recall1",2102
"205","w10059972_GD","crime ","bad","0",0,13,"JOL Mixed A","delinquent","Study1","F","Study Phase","54","Recall1",8347
"206","w10080447","bad","bad","1",1,13,"JOL Mixed A","delinquent","Study1","F","Study Phase","85","Recall1",5431
"207","w10084909_jar","bad","bad","1",1,13,"JOL Mixed A","delinquent","Study1","F","Study Phase","100","Recall1",3772
"208","w10089223_skc","bad","bad","1",1,13,"JOL Mixed A","delinquent","Study1","F","Study Phase","100","Recall1",2722
"209","W10106164","bad","bad","1",1,13,"JOL Mixed A","delinquent","Study1","F","Study Phase","80","Recall1",3000
"210","w920598","bad","bad","1",1,13,"JOL Mixed A","delinquent","Study1","F","Study Phase","100","Recall1",4144
"211","w975991","bad","bad","1",1,13,"JOL Mixed A","delinquent","Study1","F","Study Phase","100","Recall1",1433
"212","w998682_dan","bad","bad","1",1,13,"JOL Mixed A","delinquent","Study1","F","Study Phase","90","Recall1",1740
"213","10105109","","sacking","0",0,13,"JOL Mixed A","dietary","Study1","U","Study Phase","30","Recall1",1344
"214","5dbec8af4a8eb43937c03d2b","carrots","sacking","0.428571428571429",0,13,"JOL Mixed A","dietary","Study1","U","Study Phase","58","Recall1",7155
"215","5ec06400238bef0d13c4207d","food","sacking","0",0,13,"JOL Mixed A","dietary","Study1","U","Study Phase","5","Recall1",6159
"216","5efa28b727c8ea81556230db","sackbag","sacking","0.857142857142857",1,13,"JOL Mixed A","dietary","Study1","U","Study Phase","30","Recall1",8289
"217","5f062fad1145f916fd34cebc","stomach","sacking","0.428571428571429",0,13,"JOL Mixed A","dietary","Study1","U","Study Phase","20","Recall1",17831
"218","945319","","sacking","0",0,13,"JOL Mixed A","dietary","Study1","U","Study Phase","20","Recall1",6147
"219","983960","diet","sacking","0.142857142857143",0,13,"JOL Mixed A","dietary","Study1","U","Study Phase","100","Recall1",2175
"220","w10035724","","sacking","0",0,13,"JOL Mixed A","dietary","Study1","U","Study Phase","10","Recall1",3094
"221","w10042560","food","sacking","0",0,13,"JOL Mixed A","dietary","Study1","U","Study Phase","0","Recall1",3085
"222","w10048057_slr","supplementary","sacking","0.0769230769230769",0,13,"JOL Mixed A","dietary","Study1","U","Study Phase","1","Recall1",6566
"223","w10049640","food","sacking","0",0,13,"JOL Mixed A","dietary","Study1","U","Study Phase","20","Recall1",3894
"224","w10059972_GD","food","sacking","0",0,13,"JOL Mixed A","dietary","Study1","U","Study Phase","37","Recall1",5385
"225","w10080447","food","sacking","0",0,13,"JOL Mixed A","dietary","Study1","U","Study Phase","40","Recall1",3762
"226","w10084909_jar","","sacking","0",0,13,"JOL Mixed A","dietary","Study1","U","Study Phase","55","Recall1",3917
"227","w10089223_skc","","sacking","0",0,13,"JOL Mixed A","dietary","Study1","U","Study Phase","0","Recall1",2695
"228","W10106164","food","sacking","0",0,13,"JOL Mixed A","dietary","Study1","U","Study Phase","30","Recall1",11272
"229","w920598","stomach","sacking","0.428571428571429",0,13,"JOL Mixed A","dietary","Study1","U","Study Phase","2","Recall1",12023
"230","w975991","stomach","sacking","0.428571428571429",0,13,"JOL Mixed A","dietary","Study1","U","Study Phase","50","Recall1",3415
"231","w998682_dan","","sacking","0",0,13,"JOL Mixed A","dietary","Study1","U","Study Phase","45","Recall1",2678
"232","10105109","","stomach","0",0,13,"JOL Mixed A","digestion","Study1","F","Study Phase","40","Recall1",1040
"233","5dbec8af4a8eb43937c03d2b","stomach","stomach","1",1,13,"JOL Mixed A","digestion","Study1","F","Study Phase","99","Recall1",7019
